cycle,temperature,driving_pattern,charging_pattern,DoD,trip_length_km,SoH,FCR
35,21.966680296247166,2,1,91.34330197777754,37.50605267408529,99.82989517128689,467.1967539779671
36,29.43654481229873,1,2,60.188718742274624,34.93714247853852,99.8240938054824,489.98870476694486
37,25.173706167695123,0,0,60.91086177664662,29.65410804618395,99.82069874996114,499.5369805257184
38,16.014281661854476,1,1,87.92957280491918,42.405753645643415,99.81588450021042,462.45212359645166
39,33.735295722767574,1,0,87.66533690882005,37.20144295343966,99.81117698536973,510.4358308397268
40,22.34994620610017,0,2,53.00916603198095,28.566027389686134,99.806792304993,482.5731947636477
41,22.986213550467912,1,0,66.12491203474822,65.32029310713907,99.80239488033092,484.10770750782046
42,26.278921261631826,0,0,69.9266245954219,74.65271943833432,99.79875733398471,502.18465548589523
43,28.125383985020363,2,1,91.45202017355768,49.997944507932004,99.79252401351802,481.6245794757458
44,34.805521456457335,0,2,71.09311277148687,51.32945975861678,99.7875718042591,512.9315966630232
45,16.699659252971518,1,1,96.2964445201622,36.14872068260805,99.7826916573585,463.957110298904
46,29.129761044629728,1,0,99.830388857032,71.34062713581994,99.77781467580333,499.0067259495135
47,28.715048470250384,1,0,89.03630828471748,84.7636223015268,99.77298602790164,497.96883777504206
48,24.314175445629417,1,2,83.31933447836286,46.724123419486766,99.7669866251099,477.4382419678528
49,28.93636847408111,0,2,69.59485829935613,39.571069432149564,99.76224398950839,498.45616887611635
50,29.671370088182734,2,2,53.351972302601666,56.8295053190969,99.75522087550226,480.2087274105015
51,18.090186075064977,2,1,78.65693781980653,52.57862088076778,99.74942883277917,457.63270599505813
52,33.748832529404154,2,2,68.08524527719955,39.99689049085421,99.74216633418315,489.711349456562
53,17.206188734309293,2,1,67.54490379161717,59.42391666064701,99.73649079888352,455.4785055947047
54,19.323418593806135,1,1,84.38546263547178,68.76315214779794,99.73149815102126,470.0659181363773
55,23.691061631879517,2,1,73.18196792983179,34.283631973504406,99.72571110370868,470.7950720898742
56,34.62470256593528,0,1,87.60469223857251,100.84067959431209,99.7212384532878,517.3748650193598
57,23.458716851233067,0,2,69.90866113426895,19.34115685804344,99.71671465547209,484.8464553590657
58,24.840330549745946,0,1,57.543169274328136,32.96618547318198,99.7129623831818,493.1851162280485
59,32.160393019522814,1,1,73.06737630951233,54.67936060604726,99.70783128317089,500.9994803244181
60,23.498409287172635,1,0,97.55062571626817,94.93746236753097,99.70300055408823,484.8767317730429
61,19.10781643534662,0,0,90.07623145582792,38.7481861663875,99.69947630730957,483.81119114398587
62,22.913825823808427,2,1,60.287462753668336,28.685073748088264,99.69389454165038,468.8038099011165
63,31.853959169028887,1,0,69.56502508224713,60.98482956857491,99.68928740202682,505.2175327532868
64,25.35432498527568,0,0,96.38960476102689,45.02811184563858,99.6855813282171,499.31093394449346
65,34.6532912952813,1,1,56.18495293632832,63.30511389908864,99.68052322611884,506.88947372935695
66,28.689674631310776,0,1,62.6975120932468,48.5843890019916,99.67659597349468,502.50156170439436
67,21.775955318032583,2,2,63.11113229359482,32.85666915740089,99.66986865855219,461.289142782606
68,25.255381522325393,0,1,78.54664378309917,96.97751940828459,99.66568758949445,493.9751097497478
69,20.733909409290604,2,2,70.53666598556615,-9.087811981614387,99.65918301134381,458.7971488646245
70,21.65783484675615,2,2,53.993533699814996,86.40477500699544,99.6522272355958,460.93064210143274
71,47.39542125512878,0,2,81.45907272885428,68.66523808467855,99.64677425366772,542.9441652530492
72,30.093122550169056,0,1,54.95389322600751,35.08821416945571,99.64293596473587,505.7930017075869
73,29.305489945033365,2,1,80.3207465989539,87.4484020966753,99.63657319355563,483.6656619294246
74,21.88409842345968,1,2,75.35041901130128,22.571616015114788,99.63088209617258,470.97383088330116
75,32.8479203314054,1,0,74.68343303626563,70.16221924015049,99.62616195705269,507.3237190476428
76,30.497078008964685,2,0,53.37481226496149,8.347097739057794,99.6211277927163,491.3244160646606
77,34.40810644678886,0,1,81.9610223441768,27.082436140592495,99.61701956334892,516.3001330566821
78,34.16557074199225,1,0,71.56601292946654,27.03276348704246,99.6124989882428,510.4698774958423
79,17.60455355951239,0,2,70.55530611428432,34.98686679142402,99.60803188278311,470.0315325372654
80,19.450802553650462,2,1,79.82256982092684,50.23162230757316,99.60219907809811,460.1772065130287
81,19.98106092268182,1,1,80.31240299732737,33.48047271783685,99.59740208112795,471.0225707664548
82,20.280296783337814,1,1,50.751664788099426,9.271780966044226,99.5929928591421,471.7245609205626
83,26.617261821301952,0,1,56.261295060160336,59.26901537401358,99.58911635785275,496.95240244501423
84,22.165982739520913,1,0,61.82591104223603,50.97901845854958,99.58483718699627,481.0511861032679
85,35.362992703812594,1,1,83.89886666729896,58.1785468179636,99.57949375633314,508.0898669255294
86,34.52339941040819,1,1,78.83705635148037,53.438358185319544,99.57424988602101,506.0353474257682
87,24.9676920296048,1,1,87.8814566192377,69.08470563970332,99.56907497986246,482.931557430816
88,34.77663108074895,2,2,87.03039027719285,48.49035293677793,99.56142839580559,491.23074753048303
89,32.440673136201006,1,0,92.65914346030753,70.2504126962062,99.55654589961065,505.97588396499305
90,22.746467204113706,0,0,68.84074306362069,34.486067037975445,99.55311989294223,492.1569439494225
91,14.953923279872193,1,0,67.25319330916514,35.62659241322294,99.54901475374312,463.288284822425
92,23.910158075196353,2,1,91.55077015267315,77.52078790796386,99.54274157629285,470.4494841013691
93,21.776889344607635,1,2,61.88007669335923,77.11337316454578,99.53689794648174,470.27333328161734
94,26.03252812572915,2,2,73.05861868368035,61.47484285561666,99.529679354896,470.60469607134667
95,25.446141434373747,1,1,59.71628260111248,32.21784174280385,99.52495698520107,483.87254186758076
96,25.315088294496142,1,1,95.69203710696068,30.60735129408487,99.51989210430308,483.5315740477255
97,27.618423706895822,1,1,70.39015065483127,76.56127924722541,99.51479204113996,489.06642739970596
98,18.93739026458161,0,0,60.624344911541414,75.4532985515632,99.51135103300321,482.47429302608293
99,27.056801387848537,0,0,84.6006695284456,48.7284128465975,99.507685212447,502.65511468839895
100,22.80191923491497,0,2,62.23223391052393,96.83769853939707,99.50289221354905,482.2056447069895
101,25.999910999318434,1,1,97.17518015851117,59.178001438922784,99.49764690163381,485.0761857587071
102,29.78704922616095,1,2,68.38085074047058,27.856012519377607,99.49177893985777,489.19481423083295
103,18.878001133894852,1,1,83.23203560509185,44.48737800664217,99.48692755091874,467.8383629569875
104,23.593531736652153,2,1,67.26224655787067,50.109411560107475,99.48112088784663,469.40985760454197
105,24.40732882985568,0,0,90.36227914967368,51.72797273498227,99.47745083780212,495.9133187592353
106,22.428655142146795,1,0,94.84613705113878,75.00006435703415,99.47276244433482,481.1499559601521
107,29.499147480664785,2,1,89.3959179707393,30.874221746712816,99.46663172359982,483.29839143232596
108,21.398058205997643,0,1,92.424950936376,23.369754017755664,99.46271335492187,483.47352322845853
109,22.222998002788305,0,0,55.0940413968818,62.04647366010191,99.45929953902387,490.3915308585907
110,21.45040433523968,0,0,96.20323385165332,39.86030982148293,99.45568585596672,488.45274249608104
111,30.46027705719401,0,0,81.21503644376402,98.47012246933649,99.45179889194543,510.8348538543862
112,22.537779437938916,2,1,93.46087660830997,68.86440762951266,99.44559841400257,466.74768140935913
113,27.30022695441778,2,1,84.22183820927077,39.492070953195196,99.43954247363318,477.97141417326867
114,34.87852550615037,1,0,60.09238342718552,74.25707477568412,99.43489823735484,511.2966207347986
115,24.625907898247075,2,0,80.47775508228382,64.60821590166012,99.42942437568821,476.36853870712457
116,30.560303400165786,2,0,54.54731198615705,62.673942949265566,99.42409001763733,490.50350662346216
117,33.35677042046564,0,1,84.78615151090793,47.55512136823015,99.41989327881033,512.691495008227
118,30.13595780020207,2,0,70.45005705402863,58.40901703276931,99.41441471072649,489.44330833995303
119,24.9159934201113,1,2,57.586658655010446,7.940841988146715,99.40892701951496,477.16115994240755
120,28.210538794993067,2,0,98.9614907934207,76.34178808444102,99.40308225347509,484.7940936626805
121,18.563107034323274,2,0,95.05422121053405,-18.721247793360448,99.39806866146361,461.7551760797735
122,21.09978420925024,1,2,94.67718567016269,41.1575381194817,99.39206652352546,467.97321476496865
123,21.976624091840407,0,1,89.44101531761265,18.08578893611932,99.38818070572414,484.53442067357236
124,36.20306060087141,0,0,84.59905625717587,39.982977175369534,99.38438251412364,524.7571440727661
125,20.937077428723665,1,2,82.75397401461225,48.51765455175789,99.37848078684956,467.5210173232117
126,20.86261624369085,2,1,55.30469188519277,26.06412932167577,99.37302881938218,462.4518430689035
127,19.780395098755083,2,2,95.02831176592271,-5.489544852784817,99.36620675816891,455.2199335580235
128,27.799058809653804,0,1,94.05641981523053,54.14131448282116,99.36201948253678,498.72546980400233
129,25.713106963344416,1,1,87.39263132624268,91.7287956405579,99.35671498120183,483.69793879235857
130,30.433794885132826,1,2,96.36574795375613,42.974396662999865,99.35039495882089,490.0423871200536
131,28.35629833038677,0,0,77.6541725698996,69.186619124516,99.34668181738937,505.06933664477606
132,18.098050766379664,0,1,72.38211673587776,80.08769675113773,99.34276426915667,474.77662991842305
133,20.963611149948147,1,1,98.39737010831394,11.999241509084037,99.33787793731571,472.16260819722464
134,31.826643741379108,2,0,73.2065593898828,40.85449697043358,99.33241986892746,493.07018438879385
135,23.983508777115976,1,0,82.06622205335788,24.47228776622397,99.32803900165483,484.2337221522378
136,30.937959090090065,1,0,68.65310734292194,33.87445924043672,99.32358357529759,501.135154229764
137,24.251595260423414,1,1,81.8163113009864,84.04023402293258,99.31841401003355,479.9907431953347
138,20.161717858557395,1,1,86.00494978128438,54.473589728483844,99.31345428129681,470.1148812638458
139,23.483696111666468,2,1,81.23277626442751,65.77647202090348,99.30739091646285,468.33093648726293
140,20.15975102225152,2,0,75.72814706080989,49.12201788072429,99.30217120948463,465.1148882210883
141,22.17223618798788,0,1,65.00553988126164,25.788947085289124,99.2984386361684,484.5776560977581
142,26.00462853282623,1,2,82.19228380681116,63.56231394437412,99.29229991654309,479.1966667800821
143,27.558025451845104,1,1,95.42144476306814,75.05150742885643,99.28694900672323,487.80123918226207
144,17.04904338372851,0,1,50.34562955848337,56.34748432337314,99.28331289500939,471.9148153199852
145,24.913159962454507,0,2,56.69645137148452,59.782487235198694,99.27869384807974,486.25437640081043
146,22.06692132220124,1,2,55.988657924992786,25.30397227266431,99.27320474255926,469.7187905299969
147,21.757925955205938,1,1,96.1602651446427,64.13727266298453,99.26805502330035,473.743241917902
148,25.663423095665383,0,2,83.13738444813075,76.92027645852698,99.2630784228933,488.0024930321057
149,22.24774063655394,0,1,97.58940532350752,58.09170948542907,99.25896164487604,484.5704965789586
150,31.91068997423337,2,2,79.14066366062141,14.06433508246215,99.25179287904677,483.0127633648225
151,30.9403093812553,0,0,73.08664485796268,82.71259001550563,99.2480176215977,510.97918636170266
152,30.9091414697102,0,0,89.61714559071812,31.10352212712472,99.24431135210855,510.88277365663214
153,22.52544902254849,1,0,58.04711337376123,57.75573653779823,99.2400292053187,480.25956757988934
154,20.187505825403388,2,2,69.06690581586606,69.05952537121837,99.23302510529139,455.55997757988564
155,25.410149646940578,0,1,73.31371202671119,71.59236644101989,99.2289851130604,492.1907699566063
156,24.248258168568665,1,0,64.92291972560591,13.998863764403083,99.22479374035738,484.3739993375917
157,21.955884187883175,2,0,68.56428062042392,52.34434512145876,99.21958537577818,469.0051479945973
158,19.121327766665193,0,2,53.905259346220916,51.02043221765218,99.21516510411598,471.86459982269764
159,24.79241015365964,1,2,59.8991794724779,78.78056375453022,99.20924672209794,475.9083208364095
160,22.979652748737635,1,1,66.77483601654642,59.17447084821259,99.20438393856604,476.379102217678
161,28.441735185190097,1,1,89.79452166165672,78.9623532208992,99.19904807513723,489.4956480086271
162,28.325530257607397,1,1,59.124867742143195,60.79835199770307,99.19412456138323,489.1917693807727
163,30.503999027113586,1,1,67.33201869921123,48.51667590877565,99.18912455509579,494.4081413934937
164,18.70352224059981,0,2,53.24601440984676,53.87718843076319,99.18470736280018,470.7044656301499
165,27.005291538468164,2,0,77.8552172413303,80.47193834204926,99.17911113044507,480.83292620236045
166,21.36267146883164,1,1,80.56254440704639,24.06136328997502,99.1743240182848,472.3451494056653
167,18.897928945944578,0,1,93.27582317310835,68.11909020241065,99.17027096278628,475.915526279137
168,22.85698881525645,0,1,90.9557999250982,37.44768017558426,99.166277875408,485.6133430280191
169,30.34352490067309,1,1,64.26889773419403,33.15041831502593,99.16138957865405,493.88393054699566
170,23.13840823214758,1,1,56.84768445949299,70.46852733232346,99.15656879138824,476.5313077461428
171,32.827273299795564,0,0,57.80415911052019,32.338254899780125,99.15305710258218,515.1677374242146
172,27.744392577601666,1,1,98.44819715202223,57.541494338506496,99.14776184408854,487.5655874635822
173,23.029547605097115,0,0,83.66129070036787,40.221171556804705,99.14420632284529,490.8370581444866
174,30.800242144532042,1,0,52.12853939016197,2.8612660820705287,99.14004004411065,499.87458405876606
175,27.22698386057143,0,0,56.83896275225473,59.55431960208698,99.13653540719454,501.2020636445925
176,20.337203057766473,1,2,74.2900032550478,52.526425459135794,99.13072757751861,464.9276966803939
177,34.29401317790258,1,1,60.39144021465599,11.798389711703635,99.12589247022295,503.205286518879
178,26.297394115432382,2,1,90.18294925000095,36.02820916922276,99.11981665324672,474.07284454855255
179,25.09398095992746,0,1,78.66085587846824,13.86015766575391,99.11596973175953,490.85459676820307
180,20.72233665047192,1,1,80.63161038946492,64.63379774592826,99.1109987978513,470.5042207889434
181,30.89769133803869,0,1,73.14127740246059,77.75986405420193,99.10682458608586,505.04519285844646
182,27.586377136806533,2,1,62.80313877131577,66.98981210092371,99.1008563200234,477.01724684396277
183,28.146190901476203,2,1,79.47018066012733,69.78260313600182,99.09464795708202,478.3054384438061
184,22.462343282371158,0,1,85.84850230803659,39.64339188666372,99.09069389507656,484.2753451964496
185,29.170502859550343,1,1,68.54740388150834,60.938560222207485,99.08565199220907,490.68756112729864
186,29.55906796785401,2,2,75.24718153089177,49.81862739715679,99.07835918942916,476.6887026082179
187,21.656108806094387,1,2,91.98419852360166,53.70629032177639,99.07229571018357,467.7909636780825
188,17.915049301595047,1,0,57.434088091123016,69.14862920909044,99.06807165512403,468.237187225274
189,27.90686529669462,0,0,77.26122096370501,73.50974841294473,99.06435394248646,502.5209380278045
190,17.133265251971302,0,1,67.42063309146141,42.204872207229684,99.06063715423569,471.06288094100523
191,25.760078889188897,2,1,85.13973791086153,21.847103772899025,99.05472374292877,472.496923474738
192,22.763774476063464,2,0,50.94051215811973,46.25190930614288,99.04971330460354,470.1226839333686
193,31.093326053944605,1,2,83.52366499015943,45.614534293722315,99.04351423813259,490.09709663452514
194,23.035780546163963,1,0,55.14488670080937,55.691957600283125,99.0392558306595,480.52625016182884
195,30.53636486001902,1,2,53.2383876496829,66.65991836928245,99.0333225404705,488.7223282506239
196,22.42895277818487,1,1,86.23116504793065,11.708360690318855,99.02851665833022,474.211841703201
197,29.999955025298057,2,2,82.01710764520368,36.58172897617048,99.02120631376093,477.44054361730355
198,35.30170771918416,2,0,94.74679654463293,30.72223621365119,99.0154733891076,499.7549554644663
199,19.659764308168796,2,0,75.98274779003225,75.01787577383581,99.01012937048783,462.5589227371311
200,26.46017860865454,1,1,76.50122127635835,45.83258213295225,99.00514895159738,483.7804065058623
201,38.74391207955033,0,0,85.35089177882753,39.74232860876424,99.0013002748558,529.0231305427485
202,25.33294413451461,0,1,66.16987881766255,60.766033848931556,98.9973624984511,490.85271899894576
203,25.308941351148242,2,1,51.84562277109663,38.139872981679545,98.99175886214152,471.1354818230899
204,28.942494736755098,1,0,61.50229128595289,49.69610446406302,98.9873412600064,494.5992704361438
205,25.20540432047377,0,0,61.90067059481833,86.28142400224053,98.98374199734371,495.42700219329146
206,16.463870027147237,0,2,66.78294251390969,85.72580647773287,98.97910850745785,464.29761758353294
207,30.661436874194692,1,0,97.17313665202315,41.85231353874362,98.97436118918937,498.7026287289182
208,14.985257930674036,0,0,90.2421399331574,46.35276395680845,98.97088413181638,470.0752237352497
209,22.91604174430829,0,1,96.7978122602596,37.61942998538389,98.96684348138541,484.78136666266647
210,31.037128745783242,1,2,99.93047950565003,11.482694499196597,98.96066355233887,489.55359916020427
211,23.217287856786072,1,1,71.68895020435222,70.72378690193436,98.95568950152095,475.75523712345574
212,21.531517537677978,1,0,61.35366583401523,98.42684233343529,98.95122629342242,476.452349308682
213,29.3963195258328,0,1,78.00020806276245,41.13101124698454,98.94719082780155,500.5549304074162
214,20.744426065828065,1,2,94.05672069740594,33.66412545421457,98.94125203014144,465.00643821491633
215,18.88887140204023,0,2,73.28659305072891,44.54306407319987,98.93668622865611,469.97669961173176
216,26.372569937466416,1,1,75.26996512861268,51.70092095657171,98.93169105740726,483.21123589925435
217,24.085383507937046,1,1,56.721955296391336,27.289397795862392,98.92705341005801,477.7005360625378
218,18.781634429055792,1,1,71.02277462838805,40.83043078031737,98.92233947504135,464.9521628198459
219,28.18476269997435,2,0,69.3497404904289,70.29794507876036,98.91686135846194,482.36157605148844
220,27.322438027886168,1,1,67.58442514327248,52.54761268934543,98.91191632897342,485.3934869962469
221,23.20122491697184,1,1,94.36493349621,75.4077205625796,98.90668942797001,475.48112181480997
222,23.543339969375268,0,2,52.965071660616644,57.295357057230035,98.90214914979242,481.09089404755287
223,27.351963710045784,1,0,98.60735914486735,28.221654624541625,98.8975296400777,490.29667855418353
224,30.95180709876033,0,0,50.4123412636568,38.479720465604814,98.89408205828487,509.18537278192144
225,23.586033949453377,0,1,97.27970069749045,54.96824127108963,98.88995266290787,486.0445465452075
226,28.273442465040723,2,1,77.40237514192718,27.548214480777848,98.88402234556423,477.587776096875
227,27.826001085422995,1,2,85.12226222000578,24.953605341787867,98.87802919294,481.52139650644574
228,29.396536463544884,2,0,59.356642484756165,26.155988932685492,98.87286449097562,485.02250525243596
229,25.196545993717326,1,0,82.71057695083036,60.31608775627632,98.86828892959846,484.93070382435513
230,20.43837242966821,2,1,94.09788342638663,42.675199691549246,98.86230461970061,459.0785527302037
231,22.687504234000155,1,1,56.97400699168258,73.64883262185894,98.85747853509827,474.0127534479254
232,26.71426732890824,1,2,56.3540806136645,32.071592341067266,98.8518166518968,478.75512069935513
233,34.092321891907964,1,1,65.19889545747364,0.8519946409230386,98.84699339032343,501.3059142172077
234,22.579901884018607,0,2,58.08629462376991,47.3858976239357,98.84247115123043,478.46750092483416
235,29.023937217636995,1,1,55.53229240466735,82.95110060787641,98.83746030696133,489.10711510212263
236,23.359717746616198,0,2,83.91595179926459,50.69138833897212,98.83265907169033,480.308249761397
237,25.55234377943068,0,1,60.69133069562454,22.55813513734261,98.82890874074255,490.5541397077047
238,32.576983746317964,1,2,83.35074497009931,17.514468075865082,98.82284335213448,492.52547943598535
239,28.821462907102166,0,0,93.09646135579081,73.95803827846981,98.8189882703646,503.53576880663695
240,18.793503636295217,2,1,82.60123957065002,33.85126457116177,98.81323859309411,454.9888818114922
241,22.137624880942045,2,0,55.968353495770046,80.8359065531306,98.80801546237089,467.4906596988286
242,31.281106722206793,2,1,78.67887870237226,63.08186897702567,98.80176263814482,484.25106176808674
243,25.709390213142477,1,1,69.68143421057755,34.6086257119063,98.79692409107332,480.9638042913425
244,19.255799401920683,0,0,67.16854683612473,73.34273688623281,98.79343769401328,479.77995537285983
245,20.905237775131397,2,2,65.9265734314916,31.52205693473462,98.78671026293493,455.1786548117188
246,28.51746761355586,1,0,96.47161119098227,21.053257751100038,98.78211718612557,492.54521521303184
247,29.972051406088152,2,2,87.12537283388639,32.66509213311109,98.77476277316129,476.1874665050228
248,25.089276507410872,2,2,56.69243947901475,65.37473303180438,98.76778975291359,464.81107396844686
249,37.37656900468051,2,0,73.80027398662318,72.75933978002672,98.7619977984214,503.39362177143715
250,29.120761817278193,0,1,65.91115376269597,42.07945474264177,98.75806184005637,498.92462775515685
251,23.7825946518355,1,0,98.89691562729791,12.633773777217087,98.75359363544187,480.94714156413
252,20.921469759503278,2,0,98.90144864765847,18.864670777438878,98.74827471134377,464.32577082387985
253,20.125578476804794,1,1,65.97672371665175,28.647088562812733,98.74363462795813,467.33100111544104
254,26.677106602401846,0,2,67.60565580727274,24.12006241499752,98.7390365210803,487.8783782598688
255,22.556114775432967,1,0,79.97071035682728,55.30860752129132,98.73456817343857,477.8876332181787
256,33.36871876991712,2,1,73.96535071637501,88.76231689448903,98.7281531766336,488.78736470630184
257,32.331559014589295,1,1,60.65504360792207,65.91553148051176,98.72309112557434,496.4613426117329
258,28.165332737486136,1,2,83.02060834943057,27.435383100185213,98.71709770590638,481.5419669752086
259,19.10501913521552,0,0,66.70643219376193,36.11248468666889,98.7137439395075,479.0208289071717
260,21.638905637237976,1,1,82.68582491660838,40.014186414023854,98.70885091366355,470.78956019612474
261,31.278387628705502,2,1,69.18407611638999,57.784283339861716,98.7027492976794,483.7593969563806
262,22.18466900102449,0,1,85.01049469281358,81.4250947170402,98.69864091174126,481.6810062660588
263,30.61070866959762,1,2,83.38997354448253,40.65199241098292,98.69248882204538,487.21650393528085
264,27.373019615173806,2,2,75.44063779605004,80.77554582136378,98.68504765864779,469.7224143320863
265,25.258589424065935,1,0,85.23699953554154,92.07821916844456,98.6803030638043,484.15866823967104
266,21.485835935322793,1,1,73.04828381160075,43.00186267422549,98.6754931115232,470.2641078796863
267,24.52878078237624,1,1,55.80691498250614,42.487107578773845,98.67078191548009,477.52421305422956
268,25.94823977437449,1,1,59.10531266686773,42.78761265217767,98.6660028657805,480.8980541332178
269,30.162694491505608,0,1,62.299656708280644,51.24979971375773,98.66203992319348,500.98380637810413
270,20.571321996831227,2,1,53.16144641128483,42.836418064363485,98.65652748831897,458.4346471070925
271,23.685915787369424,2,1,85.56906103153351,67.68354922778612,98.65039394303625,465.70654619336034
272,25.224115659661425,2,2,68.36951134158092,19.023374392144362,98.64357162946251,464.5393309708609
273,28.313391788430824,2,0,54.67616481634987,39.30755809407776,98.63841591927081,481.30826162843755
274,20.457678312386115,1,2,90.997906036279,56.58349346144471,98.63238375845762,462.8757462276247
275,18.417151035563926,1,1,84.18271422317875,67.40169014321023,98.62742303070912,462.69408420792655
276,28.36982575855025,2,1,72.61121185638504,93.90570127361482,98.62114818099667,476.5440015470563
277,17.410254425266483,1,2,62.37126675463671,24.219495447381178,98.61572295654058,455.5819790290335
278,31.424898573810843,1,1,57.587294689642334,36.95915171625488,98.61085794329128,493.7283851503401
279,24.22036951258546,2,1,72.9187095877531,4.671868535453257,98.60523304829131,466.74550209882347
280,17.26234458862777,2,1,94.26228715052812,27.802619852942712,98.59943233556535,450.4173229340188
281,22.59789890298253,1,1,59.419766163598496,14.621494061319147,98.59486329307101,472.5392530505842
282,26.895618165346185,1,2,78.43296144957439,39.57405209871343,98.58888835790239,477.9109960676646
283,22.336494562225113,0,2,98.08429976111279,45.432688147167376,98.5840033983048,476.6284304380329
284,25.10014874412174,1,0,81.85582873823064,59.389084796751234,98.57944200519799,483.2811447046397
285,28.70039182852643,0,0,71.99823650779342,44.028009393601565,98.57585562330455,501.99851038248465
286,23.9890483230619,1,1,85.81864864694542,59.39874160824308,98.57077570444703,475.74981513417674
287,20.31471161766933,1,0,91.22889595093532,52.281483341878854,98.56627217952092,471.6603541363099
288,23.505080013140795,0,1,79.5258148943421,29.333535884996333,98.56238781319716,484.2370833088367
289,32.0742006822963,1,0,93.59161794964963,16.27452588318244,98.55776339645395,500.0148668707118
290,33.42532172666592,0,1,75.72958796878689,61.67363999792131,98.55358224646656,508.3912866541218
291,14.900369130288624,0,0,91.50145011031283,82.93005970029014,98.5499702601603,467.86689325458514
292,30.455139545957387,2,1,97.60096202028475,100.70770023364032,98.5432660865828,481.0501987267667
293,26.25073858017678,1,1,75.06217335117586,68.70909402469242,98.53819130430647,480.99808604379257
294,29.61991339560075,0,1,80.25008577926626,79.15030423888125,98.53397750481497,499.009845103093
295,22.24755869866185,1,2,80.47337714749175,59.229194080778704,98.52799981091961,466.6201223022483
296,16.15868245249257,2,2,89.07174317991453,56.04018771180423,98.5209509190902,442.95533923744244
297,27.922443943237308,0,1,91.14829200887114,52.22002047583056,98.51679276993667,494.78389186854383
298,20.295113693586416,1,0,51.36146581030304,47.88380711958271,98.5126590795763,471.3565034024826
299,18.05853784257574,0,2,86.66797820451939,62.1415311085827,98.5079068769164,465.93591545595723
300,18.40799308763267,0,2,89.19076223151188,39.588058372705525,98.50322898031804,466.75713982850385
301,28.00456891207667,1,2,85.02147197291185,47.05115096825616,98.49709581960046,480.08860502754743
302,25.697262330145985,1,0,85.68478296615481,26.440674340712228,98.49263638592382,484.29646081716913
