cycle,temperature,driving_pattern,charging_pattern,DoD,trip_length_km,SoH,FCR
47,21.615946322268428,1,1,60.98629318689504,55.72651712290043,99.8805211703551,475.06073084060574
48,25.996361063742228,1,1,76.32023005230417,45.01600128503375,99.87833177096077,485.57057316311364
49,25.27894814308277,0,1,80.70353812531336,55.35903095737487,99.87668659723613,495.510330690461
50,30.319779225229237,2,2,60.013801890682174,14.661172626927495,99.87273653941789,482.81580281634155
51,22.925220604335934,2,2,57.24746679062584,59.74208746722358,99.8696399038004,465.45551443646576
52,15.095730762523464,2,0,76.55839672131323,60.800062258843916,99.86730541794098,453.0312686040158
53,23.180646007683436,2,2,84.69205830678305,60.579249405516556,99.8646813687748,469.7213540932834
54,16.867846205417116,1,1,73.25344200357742,30.25114978331985,99.86300502914382,464.9112453668429
55,27.07835987048288,2,1,53.501962426596016,35.79738569885337,99.8599930456866,478.89023480095085
56,16.63051035825606,0,0,96.26063533483989,32.628227791398764,99.85859597878168,480.002358108615
57,20.05814468792949,0,1,84.74827229272553,56.59961280667326,99.85632154963994,482.043000514525
58,23.188327708625685,0,0,81.05981428934474,63.16449832194529,99.85507616502936,494.5989458572832
59,32.71975302380572,1,1,82.18135059653386,36.068742585465756,99.85255503915957,505.14628861387934
60,19.635549421425413,1,0,69.93028004540346,76.312254658591,99.8509000245697,477.3534472094704
61,25.06202491573293,0,0,99.2200249653051,76.0477353257462,99.84850045882142,497.81220056902595
62,27.899882884786294,2,0,56.6339605859256,52.75917642543393,99.84555103293924,485.42474064754686
63,32.42030276610349,1,0,86.95706887416134,57.41771877974365,99.84326472315145,507.24355794079406
64,28.888973758607047,0,0,71.04379801335494,16.408990342955605,99.84145041852182,508.52738828760573
65,30.469534758162325,1,1,94.05480238040631,39.41920372650377,99.83844296505778,496.86936507896144
66,29.321535294257707,0,0,85.86306371085239,24.95280983357821,99.8377242135348,511.02375156121997
67,18.954385143019305,2,1,78.11261116798461,31.80027251639418,99.83488764837966,457.8240693507942
68,26.798460521585234,0,0,96.88468171940902,60.29037688244152,99.83254511085211,503.58792983600205
69,29.243304760861115,2,2,95.62216804698684,65.12114807336016,99.82930835162722,479.90386151045067
70,20.2174985516299,2,2,52.616699797612284,65.95715729243996,99.82603087899871,460.0177811091726
71,22.101200616379888,0,0,59.62940233696964,54.83382934524113,99.82388393900541,493.99444776091906
72,20.98403852436472,0,1,83.80232924522893,60.467490558448546,99.82171598709958,485.9328760571573
73,28.863114929840165,2,0,96.09197132530423,18.217330649542586,99.81971710209001,487.02851236042716
74,24.65359439835434,1,2,71.51650012675714,24.209358490447688,99.81684905484356,479.67398240396886
75,23.395770528324515,1,1,51.9152622680204,45.815653092460465,99.814389192256,479.92754670853304
76,18.591650416735064,2,0,82.16486299900185,61.94972490689108,99.81155374494466,460.95351254089144
77,24.663028734031037,0,1,59.73434986205718,41.05472389496937,99.81013104533255,491.71320980589036
78,22.162058225076255,1,0,77.61608666583419,22.784330533597217,99.80695345756499,483.6848711732
79,26.21669782632081,0,1,69.23416293122766,36.16474620021737,99.80523002133273,495.06423283992785
80,19.285164006772746,2,1,77.90135195510156,31.330297766765398,99.80287095049631,461.70977604726255
81,25.889531297531004,1,1,96.62181597316999,15.510226633675181,99.80036598423301,485.7592740757933
82,22.805246147505898,1,1,74.2900295221486,94.48785262294396,99.79775785086139,479.11606324740995
83,18.75351537132427,0,0,51.72644118860616,74.65743085129176,99.79571721748759,485.07134948524805
84,18.363579810609266,1,0,79.04589931397219,10.486817205257339,99.79388185564315,472.56177005582265
85,19.114898059886528,1,0,66.2872765087659,11.558971931088266,99.79262399232763,474.1429087878145
86,23.96800471279729,1,2,88.90674421979026,33.88021814108714,99.79033245212133,477.1595647621932
87,25.604977171817502,1,0,73.49642351473378,20.2133276409943,99.78851226786114,489.89209845029126
88,26.349118161885904,2,1,87.06853689158211,97.65237447312336,99.78446202381684,478.0933077393275
89,26.53776458864224,1,1,95.44104976741568,33.95360231994489,99.78137210978939,486.84208368603083
90,21.207383695104,0,0,68.11369956362255,57.23080679861854,99.77966987527292,488.47505769022854
91,30.292014540475876,1,1,99.46889561954018,39.884079859375426,99.77701650400778,497.12481115177957
92,22.788872369959236,2,1,57.490643296989255,26.65631167992256,99.77358597975146,469.2936123409146
93,27.25074880029866,1,1,82.19658409465943,70.9469437388479,99.77071400904683,487.83232930008023
94,24.179222832530915,2,1,51.73838015656224,63.09661149821756,99.76695765685632,469.8153948478581
95,26.87810615851521,1,1,60.65283329255679,48.80863265635961,99.7645454961994,488.56612073630686
96,23.92835966927543,1,1,81.68892957282875,97.63869462195987,99.76216491161205,483.92679692534784
97,26.96817438287283,1,1,52.30958697805483,54.70110197817282,99.76037916358494,490.1936213568611
98,24.96305565059838,0,1,55.089354264417935,40.870624973903034,99.7590303971883,493.98722207039657
99,29.069202853253444,0,0,64.5505297457607,88.30546154567345,99.7572555753217,511.2404831489441
100,20.90657478394401,0,1,78.78185679911255,58.07751650731406,99.75538288351407,484.03934002941907
101,16.150543320547108,1,0,50.79912776955746,82.55839270895896,99.75381666891042,466.75112437699045
102,20.133212902829516,1,0,74.11771287889061,49.21822824148336,99.75158840564299,474.84677749912396
103,30.344592076190168,1,1,81.28718743725524,-10.288822109077422,99.74896198490667,496.31842036139165
104,24.2272059005613,2,2,70.12613944161647,18.824921281307823,99.74543332608577,468.60524618222746
105,25.460311477732812,0,2,53.381990373945385,71.65421067063077,99.74265261632151,492.0975468890453
106,19.731816929768065,1,0,80.54373175982106,38.218740883621976,99.7395582631888,476.7476919848761
107,25.327768625751393,2,1,80.29176984572337,55.06650235205251,99.73690385026397,475.7644379056249
108,19.885936779636516,0,1,75.30211775172515,72.67694797381493,99.73542252572386,480.7490748686001
109,20.621093624736226,0,0,84.657273779777,53.58969503487579,99.73420301493441,486.7166535152301
110,22.987581585880598,0,2,60.39008665766421,32.81198419480354,99.73168646927215,486.87156888289053
111,27.22548628921073,0,1,83.92703711752789,49.77826586288652,99.72972835095919,500.58297374521743
112,27.75923790321255,2,2,58.07273698251263,52.13863805776497,99.72645453511505,476.6701971729991
113,27.895224489689184,2,0,69.63468155173935,41.83688864130308,99.72289176294629,486.1636283018154
114,17.05957942477813,1,0,53.3783323139299,22.300437264890935,99.72090989491535,470.69267879406937
115,24.966677498048693,2,2,90.95636660401033,42.890353793304456,99.71689970535814,470.78003970847374
116,24.01609083308632,2,1,76.91167105074705,48.14371900947595,99.71339552833291,470.82942768456314
117,17.33908791959272,0,2,98.55246011818441,21.13636759874486,99.71036067801879,468.2450593755481
118,25.079918833610993,2,0,97.11633005385406,31.638175220091625,99.70762155491803,480.8404375634613
119,23.747863912816193,1,1,99.92805681159258,35.662985742727784,99.70509096500908,478.71538117349115
120,27.557628360589437,2,1,55.06330851411199,12.792763026962348,99.7013616458156,480.8500495467169
121,25.40623538119901,2,0,80.3290189268331,52.56471342629598,99.6983516139919,478.7385522481444
122,22.253397348583736,1,1,70.37876058170804,54.739136033377385,99.69640642551695,476.78328169517823
123,29.628812252284888,0,1,76.6332293701812,39.113480469946694,99.69426165627263,505.1502159032647
124,13.893832496124379,0,0,65.4383683001659,22.627692978373986,99.69332317898915,471.16736784258654
125,24.67867435785195,1,0,52.40344190292149,58.13973091091138,99.69021181808901,486.4702958944845
126,16.18374534004032,2,1,85.38751348034974,60.921595073611,99.68715347483429,454.12662425031795
127,20.439033643969402,2,1,98.29085369165851,51.97164674262534,99.68354948363788,463.1169137501524
128,27.624068515046748,0,2,76.61909130422025,50.83123234484198,99.68109560264557,496.3706304674517
129,18.629012597795985,1,1,66.47899752309476,61.878869885766306,99.67826410083778,468.38706785165164
130,17.881410906480326,1,0,96.91391243659865,48.09062665374149,99.67671496469923,472.38015742233057
131,36.90972491707812,0,2,68.2333264737428,31.644839156066663,99.67454714485268,517.0233264237353
132,18.20355474289918,0,2,95.72645963701913,48.594319866631224,99.67222726602812,471.6279998538518
133,33.25260451543987,1,0,92.78454274125353,42.158961123948984,99.67022881582913,509.32600958519544
134,24.138989177103696,2,2,76.43555028743708,48.593692085743385,99.66639248630578,469.4305211900672
135,22.375854392805124,1,0,83.84363333342287,67.68532616431521,99.66465732598208,480.6493404936892
136,27.833931952941025,1,0,85.01587218078052,25.958431029091674,99.6622532107841,495.02709472860954
137,31.682970377722498,1,0,82.05458525136288,53.549489500371074,99.66027751102499,503.4393455547134
138,19.269660289458358,1,0,58.03749774859793,24.948291029154074,99.65793918859976,475.65013940767415
139,22.44875105135735,2,2,84.63881058534102,31.63638645615084,99.65466941166163,459.8730425406273
140,29.234348673421263,2,1,50.16090420558419,81.47675269307587,99.651993965019,481.36066808821624
141,26.439971562135,0,2,85.50184091896315,59.14612908547821,99.64924215340741,491.2495800387551
142,30.509589153206914,1,1,77.74180673126004,53.218823942856176,99.64646547685629,495.7272370761062
143,27.575559772158897,1,1,62.98802110714192,16.83056247197227,99.64363357285062,490.3646480685595
144,34.04112004574574,0,1,90.18821723719242,45.285194645492425,99.64078473498354,514.7207461710957
145,25.89294299416825,0,2,70.26394694382604,8.544182017645156,99.63887494293377,491.006492962814
146,26.10905574165481,1,1,74.28885923080662,50.74505444451956,99.63576488260829,483.11896844764357
147,26.608606860078993,1,2,51.38372774335673,25.060726021674103,99.63249478518226,479.01618964164436
148,24.28755574136721,0,2,70.0659842883263,61.156874871187625,99.63016595187054,485.7595274035108
149,29.240435794004622,0,0,58.36813962415799,53.22607831103878,99.62822950603285,509.46841557589863
150,26.18520611931513,2,1,63.80716559173718,25.67814592207169,99.6257736117196,476.58459956931557
151,28.94090004572572,0,2,62.60697493433697,57.63186352908945,99.62329312343103,496.7193666485877
152,29.7224992681208,0,2,52.301039686704684,91.86776528477974,99.62071750363941,499.9787024081684
153,27.14227340780164,1,0,73.02472726238089,45.9454912531115,99.61890067354607,491.2769043561213
154,27.508581621170983,2,1,76.12962065649444,67.60605904571844,99.61532592869526,479.30026690702925
155,19.94835106201733,0,1,78.55313143406583,7.940271215242227,99.61251385122235,481.05555007304196
156,22.248232060900893,1,0,73.11098852461774,59.35391889025627,99.61078030713375,484.91484409859294
157,29.216917264953658,2,1,93.47634470085367,38.61454618136752,99.60770723846105,484.60488027926533
158,32.118155909092565,0,0,51.88398725543213,44.619703535766284,99.60596731011235,518.184482167789
159,15.297848872458198,1,1,80.69043028966301,61.902289957743236,99.6033664985303,460.2307152219536
160,22.160684263742926,1,1,93.30658398201416,45.130367247223134,99.60112037538227,476.8885867990146
161,25.11810301207325,1,1,52.05201204561802,17.65123891795571,99.5984878764586,481.3769020698543
162,20.60362768959661,1,1,74.81534997121197,80.54440718637403,99.59645382083691,472.89883044442183
163,20.887401779091586,1,1,79.45135964409491,20.99599364663568,99.59411273865364,474.5342898973622
164,27.374599368969022,0,0,59.5452874788339,33.20929618843855,99.59277552866969,504.4135529878291
165,32.90687984585717,2,0,62.625005441594965,52.56237128071928,99.59034539137514,496.14471947614186
166,14.840882218389295,1,0,89.27966687716761,52.74867042893624,99.58840428337827,460.8417060138666
167,24.14761925509152,0,0,78.36988908547602,58.5594493339906,99.58661139907748,496.93174779584325
168,27.31640170895194,0,1,65.78893486210315,52.66537347715521,99.58431702534715,498.8652679273565
169,28.901069861001208,1,2,88.23776111386351,72.96839659032057,99.58127228705216,486.180447226806
170,26.595636715345194,1,0,87.33577871021228,59.805971222728814,99.57945658392782,492.31272709691814
171,33.807012749680574,0,0,67.27008926541946,26.285994765068253,99.57691442558507,519.9450058446595
172,25.14453296662897,1,1,74.4323815224637,-1.9617917095283062,99.5752232239212,483.3825265725946
173,31.559963951960487,0,1,83.22594667687986,53.0217561331364,99.57284521949529,508.2351874550022
174,21.768161648270155,1,2,67.1624608941008,79.32285660945908,99.56981309928045,468.58940626597143
175,25.28991473294425,0,1,81.45047055005885,24.952541749606926,99.56848579912892,494.9645447633653
176,18.936424621005745,1,1,62.55368653658865,29.001015646782534,99.56668008765016,466.09917319006036
177,29.504322202744973,1,0,64.60104137441294,57.097111105233004,99.56449228974985,500.4707226283259
178,24.39778568679412,2,1,65.53363216872219,59.65986515072542,99.56113370679306,471.5815645125587
179,26.78910531259949,0,0,96.80273852077569,72.44569368315732,99.55871969096225,503.49751166551624
180,23.433156843574633,1,0,91.68360710538248,82.82220526464687,99.55626358351519,483.8652477434169
181,27.93214250829508,0,0,78.2582987794584,54.72169589881899,99.55392708329552,507.38928336623496
182,26.98716986927876,2,2,78.19361047057696,31.46598290409615,99.5503945075258,474.1251248476847
183,20.026742850143968,2,1,52.807326102757116,32.07766991035676,99.54785060591536,459.9247623159266
184,20.316162837084946,0,0,82.47540316352557,39.12744986646789,99.54536472968034,485.78337652700003
185,24.861156348293243,1,1,66.40599286641243,70.62417102470852,99.54338218115228,479.5953952945015
186,28.297869787033285,2,1,80.61496810650398,39.9983253046392,99.54123619806371,482.0703064330769
187,34.31447776556924,1,1,92.01168738856181,69.23154626707888,99.53859119995495,505.1759700545355
188,26.514954283328645,1,0,52.27491529299924,19.503320898828974,99.5369015996722,489.59421472245066
189,30.0376570124427,0,1,80.35317517054655,55.74321433041943,99.5350370744352,505.57093438058064
190,16.93574532617916,0,2,78.21003072833815,34.9781607464753,99.5335845045501,467.5014170488029
191,35.06477924716991,2,0,60.338327761471675,60.44218254130653,99.53085178780948,501.690366394768
192,28.028431055645964,2,0,82.32164744823395,44.87451469637508,99.52787968797799,487.18510611310967
193,24.7519774442061,1,0,77.74176169726455,65.95061594329269,99.52516835351338,484.7920980757693
194,24.176519762710374,1,0,88.36600620111591,41.301723432013034,99.52301970677951,484.5678243550757
195,19.464001010705008,1,1,55.53092840746747,49.480536988842566,99.52082343121627,470.3623778293302
196,20.893566021399145,1,2,72.18036768520103,66.16163124375431,99.51794999094211,468.1091423013585
197,34.55217816066707,2,2,99.89664668840865,47.96216682262794,99.51310813373995,491.3062898570933
198,20.054977808569937,2,0,84.46404241022353,51.16621057190388,99.51053658540697,468.6519404883163
199,19.958661210668275,2,1,84.21491113182444,65.209501830814,99.50805445051516,458.72000354753004
200,21.488897569622104,1,1,65.89355501761715,48.464944504447686,99.5061486130898,472.28078068104884
201,19.00909623519364,0,1,54.69440521105915,18.30376942422467,99.50474025861126,479.9748080177785
202,25.07653287422755,0,1,97.47471876180103,38.57919283859205,99.50353337182834,492.13686826944814
203,30.444552563326194,2,0,55.27357014842969,11.530990671882904,99.50131615104014,492.1223125879275
204,21.947538368639833,1,1,99.63531553021657,45.00116234533894,99.49898219714356,472.79574944433904
205,18.133378601195894,0,1,56.28904862109678,59.42625109983004,99.49719461306304,476.45523303280396
206,26.45930656507327,0,2,58.545367426296394,52.49196672590007,99.49487435121334,489.7941142810902
207,24.721128311600935,1,2,65.4183477525016,77.8931424444007,99.49179437685527,478.4452178296981
208,30.013622750408125,0,0,75.6187596744769,75.65336523968332,99.49009559047691,510.6188152589952
209,22.72745850348865,0,0,89.52008260553829,55.13471108249438,99.48816097358517,492.42824766517555
210,23.699216101866625,1,2,98.55041509674194,2.1563801636514697,99.48426991308062,474.55033875065396
211,24.252348177283654,1,1,67.94124404787162,63.426898663780776,99.48163526755545,480.82210361252413
212,25.44502055276741,1,2,51.020654661257964,34.56588846931595,99.47831880909061,479.31318249291024
213,23.037191613212052,0,0,80.83397614979016,67.62456784392593,99.47736711108871,492.6266050894417
214,22.226779459769958,1,1,85.53949306243848,56.25300653896268,99.47487981139518,479.6231258259959
215,15.748111575590793,0,1,69.87221077678333,63.12167296947368,99.47256006188505,470.35388061220914
216,22.173063954399414,1,2,59.173802448821164,60.033387529636,99.47040839021135,470.3198553506145
217,28.57611634040876,1,0,65.30077973690186,97.80361832165528,99.46846301468575,496.36057482063563
218,29.25122759684443,1,0,82.78998546599564,60.423664866192226,99.46564469716328,497.4950476936975
219,22.644434882043498,2,1,74.70914348839841,24.39720434437428,99.46277219783256,466.126420540199
220,31.49742999090881,1,2,87.17120143261269,71.42624886767352,99.4588400210653,492.4993859080079
221,24.856479641498225,1,2,60.90851222616571,41.391140849828034,99.45530867480093,478.0542194521635
222,18.31076814092026,0,2,92.0992809151858,76.90386040648352,99.45311602800305,469.1091907986883
223,16.738079717728723,1,2,57.79424590983622,80.85770106795175,99.45031977841666,455.81655225056556
224,31.09128961309863,0,0,66.49577144562221,62.43690997706887,99.44832976114749,511.38263357811377
225,23.134981373694632,0,0,79.56038149276107,24.447331614032382,99.446809735854,490.16833339037635
226,18.929677384637102,2,0,86.84315958262347,40.79362257192765,99.44462267633928,464.6879719785229
227,13.703619142822326,1,1,63.30907356020113,76.81503033967161,99.4422165847339,453.12940274002904
228,23.021419445624286,2,2,97.40598677409204,89.98005174748617,99.43743860848211,464.7691706692823
229,27.023754294981806,1,2,85.30556415984626,51.23852268987571,99.43526506227523,482.38506822626147
230,21.511544279768977,2,0,60.88375158794561,44.504011690159174,99.4322043687704,467.3070937824355
231,19.733774199330643,1,1,86.28827678142852,26.397451167277612,99.4303294856069,469.8894787480684
232,22.253121156966362,1,2,84.81668473589457,26.659013237903576,99.42697572703959,474.33965874343716
233,31.215960095724277,1,1,87.63420359057795,54.65564275644737,99.42481692168917,498.1240838861892
234,18.035091911624047,0,0,95.7940362363218,64.01496304544554,99.4227485226947,481.66045805632564
235,21.791494847887414,1,1,85.58585926895996,20.252900310704614,99.42073198937378,474.3930824009851
236,31.053788698087953,0,1,67.59551464420535,66.58673878971814,99.41917899975022,508.5896571932542
237,27.470881447118767,0,1,89.52587388733522,77.44554666113956,99.41718236323169,496.4745296581526
238,25.89563906889478,1,1,84.79308789011463,62.611804157482034,99.41415551124092,482.04054051019153
239,21.757769322918755,0,0,78.71295929292889,83.05723666588301,99.41292693692985,486.8154434957427
240,25.15252407250214,2,2,67.6916446665113,57.10939649625859,99.40940324226914,465.5920834897631
241,22.310854657733497,2,1,96.05245882041397,57.30733539117927,99.40708388107282,464.2871472992661
242,20.703069344646245,2,1,75.63773713762224,56.925256762057735,99.40429904663608,459.86861033357604
243,19.5997126234913,1,2,81.40516885186175,77.18846134925101,99.40168412167353,466.0655237479413
244,28.920477981862494,0,0,70.76815440136372,60.75278898499656,99.3998712662743,506.6430260701624
245,24.69796933891932,2,0,89.0407654407393,39.40492529246,99.39752060892063,475.47318543517895
246,26.572568719013482,1,2,67.05197531935528,58.46863395851046,99.39504036438784,481.49267179084455
247,25.75836592900702,2,0,90.53171957544755,58.66894885945797,99.39154118356143,481.6584358577911
248,27.204594139041795,2,2,55.397071433579036,45.75332065019589,99.38817809583686,472.16817376534266
249,23.72640605007054,2,0,85.44809470622943,70.45166513721043,99.38548500726444,472.9348953552475
250,22.59171274472713,0,0,73.84410746155368,51.829717925601145,99.38365656417105,492.11867303010354
251,20.92359835304439,1,1,84.93767814609541,64.10574038027457,99.38145791014665,473.2028395819556
252,17.93015433296443,2,0,76.5697821523334,60.19520555362972,99.378574385533,458.8637699970654
253,19.389834146885416,1,2,56.715316385180095,35.48452656717499,99.37600923271026,464.9738093930669
254,23.172911394498893,0,1,73.84957712752126,30.40899803363969,99.37376055560267,487.0647029879711
255,16.98480257782261,1,2,98.22794853323443,35.694730124726206,99.37099511446213,457.91245157974964
256,18.08857047931985,2,2,87.74203006183942,48.3768381718642,99.36799217255698,449.31216436986176
257,30.210699463175885,1,0,65.00946410107235,81.83054073775682,99.36502764078129,501.2175897168028
258,26.12089742426896,1,2,97.20570739534227,49.051764827173315,99.3621876725838,479.94713215619515
259,22.740816358982396,0,1,88.94731385945538,57.47509307842916,99.36000958046432,486.98235497856865
260,36.3578722945228,1,1,68.22235605390793,67.46031550427423,99.35746978209755,509.8037790857742
261,16.758751406434854,2,2,80.17869828880924,42.822938668993025,99.35401125379136,448.90569347433325
262,29.87805638230911,0,1,71.33428020181948,41.70655536172508,99.35242793507786,505.145444886245
263,24.44266958610292,1,1,54.834519694598185,71.03158239046188,99.35021635097313,480.59934503416775
264,28.92523511456406,2,1,90.30147031809119,61.36340533522748,99.34725900680516,483.1562235622345
265,25.544768586354035,1,0,59.55390625637608,38.72022297079271,99.3450500260965,487.70798829541815
266,15.638774688773712,1,0,72.90191480795225,41.75308790557945,99.34317533135182,465.10466876444906
267,25.477302337794143,1,1,85.13190604442892,51.7063341035456,99.3405941016254,483.727049055831
268,26.67777927319799,1,0,96.61068444134332,56.592417112233726,99.33785625297648,490.82239003647413
269,14.04007350737793,0,0,53.136304522353136,74.8795542606188,99.33690506856551,470.3779827406436
270,34.720241469009494,2,0,69.66167783920187,60.639900224825816,99.33381171893575,499.20574970011836
271,26.556037970863862,2,1,80.73238624431777,30.329869669886968,99.3302839313678,478.12513589593516
272,28.359938700682477,2,1,88.96546527259727,34.274429046252465,99.3267801026414,476.13678612299475
273,19.172353052118442,2,2,96.04655880502506,56.19445040293761,99.32251752969351,453.6788685564057
274,28.45308761072809,1,1,50.024865752656154,52.855619564920474,99.31979734565623,490.31286258140165
275,30.44752229781528,1,1,81.38816913493888,33.12056074009443,99.31741927011244,493.9756003328809
276,26.267841140689228,2,1,50.34684625973316,71.05794115198924,99.31410562673372,476.29866877986615
277,24.953142207396176,1,1,89.36276437703984,5.041369387259216,99.31180816683256,477.6346318023677
278,20.532059375507917,1,1,57.48332985071857,56.71248278756493,99.30876667315952,468.2955609975137
279,23.91896541108337,2,2,94.7310319672263,19.060790766880693,99.30512291754867,464.91059909061386
280,22.4398524287036,2,2,57.756211787301936,67.61396913575584,99.30159011791494,460.1926491263009
281,27.85997818696342,1,2,88.216449095629,44.7001994394314,99.29897347773733,484.13307348043344
282,20.75062037441299,1,2,64.46519639069759,64.95453183183608,99.29567544700828,465.4161934266409
283,27.823253607517785,0,1,77.86269409151271,42.1801160556104,99.29332869929478,497.91901106712317
284,20.805072186351715,1,1,80.42171175523161,76.51487149638429,99.2908299532059,472.17725285009544
285,23.688237229199906,0,1,60.33803243235684,12.683999163390538,99.28862193245449,486.2206142995528
286,28.080221985064085,1,1,64.93484417630273,67.58979302607182,99.2862936809397,490.2989250829954
287,21.48101640006978,1,2,55.37538912185958,37.843034682506854,99.28429524852018,468.9816979806933
288,28.25268244488801,0,1,50.264450268854105,57.50199863765783,99.28204078701337,500.3546853768024
289,27.76497078835684,1,2,61.97340192580316,58.34179852239239,99.27901663547308,481.31083136039615
290,23.64524663311528,0,1,75.80011779195186,22.151575964164884,99.27707991539398,488.5166912848214
291,30.808916006778947,0,2,85.67986297124907,69.94829994796225,99.27517743695095,500.6840779520738
292,25.388921709885572,2,1,89.67798125459659,57.87404948595949,99.27172239447984,469.82620393300635
293,30.51138263292675,1,1,53.488298036832106,52.33882114306514,99.26873093420924,493.36737387039284
294,33.967324624385896,0,1,63.620644327444566,57.703563091078834,99.26744395900582,513.1189278524405
295,23.79349489149344,1,2,88.51119893708322,52.50463069287888,99.26436338211454,475.4437503112494
296,28.224774920136984,2,2,74.04344374589544,66.6935788915039,99.26095976328611,474.05905274580016
297,21.812160373385623,0,0,59.109349366327585,40.57155625907643,99.25979437542324,487.36234944004656
298,19.83592795245901,1,1,69.61070039482456,66.7236746346484,99.2574972963816,467.1827766832759
299,24.022701713067857,0,1,63.501709544997794,61.44595571060482,99.25566780673212,490.44136005528924
300,18.186998601252686,0,2,52.532675262711045,46.559646772117276,99.25387653782005,471.1299019622274
301,20.31196110176345,1,1,88.18135727990342,86.9248904782496,99.25260306454507,469.7871751223688
302,27.95716299660534,1,0,64.58468304600794,59.032032716057486,99.24996351846917,494.19959666810587
